NAME,AGE,SEX,AFFILIATION,GROUP,POSITION,CLASS,SURVIVED
"Blackwell, Mr. Stephen Weart",45.0,Male,Passengers,Not applicable,Not applicable,First,False
"Blank, Mr. Henry",40.0,Male,Passengers,Not applicable,Not applicable,First,True
"Bonnell, Miss. Caroline",30.0,Female,Passengers,Not applicable,Not applicable,First,True
"Bonnell, Miss. Elizabeth",58.0,Female,Passengers,Not applicable,Not applicable,First,True
"Borebank, Mr. John James",42.0,Male,Passengers,Not applicable,Not applicable,First,False
"Bowen, Miss. Grace Scott",45.0,Female,Passengers,Not applicable,Not applicable,First,True
"Bowerman, Miss. Elsie Edith",22.0,Female,Passengers,Not applicable,Not applicable,First,True
"Bradley, Mr. George ('George Arthur Brayton')",,Male,Passengers,Not applicable,Not applicable,First,True
"Brady, Mr. John Bertram",41.0,Male,Passengers,Not applicable,Not applicable,First,False
"Brandeis, Mr. Emil",48.0,Male,Passengers,Not applicable,Not applicable,First,False
"Brewe, Dr. Arthur Jackson",,Male,Passengers,Not applicable,Not applicable,First,False
"Brown, Mrs. James Joseph (Margaret Tobin)",44.0,Female,Passengers,Not applicable,Not applicable,First,True
"Brown, Mrs. John Murray (Caroline Lane Lamson)",59.0,Female,Passengers,Not applicable,Not applicable,First,True
"Bucknell, Mrs. William Robert (Emma Eliza Ward)",60.0,Female,Passengers,Not applicable,Not applicable,First,True
"Burns, Miss. Elizabeth Margaret",41.0,Female,Passengers,Not applicable,Not applicable,First,True
"Butt, Major. Archibald Willingham",45.0,Male,Passengers,Not applicable,Not applicable,First,False
"Cairns, Mr. Alexander",,Male,Passengers,Not applicable,Not applicable,First,False
"Calderhead, Mr. Edward Pennington",42.0,Male,Passengers,Not applicable,Not applicable,First,True
"Candee, Mrs. Edward (Helen Churchill Hungerford)",53.0,Female,Passengers,Not applicable,Not applicable,First,True
"Cardeza, Mr. Thomas Drake Martinez",36.0,Male,Passengers,Not applicable,Not applicable,First,True
"Cardeza, Mrs. James Warburton Martinez (Charlotte Wardle Drake)",58.0,Female,Passengers,Not applicable,Not applicable,First,True
"Carlsson, Mr. Frans Olof",33.0,Male,Passengers,Not applicable,Not applicable,First,False
"Carrau, Mr. Francisco M",28.0,Male,Passengers,Not applicable,Not applicable,First,False
"Carrau, Mr. Jose Pedro",17.0,Male,Passengers,Not applicable,Not applicable,First,False
"Carter, Master. William Thornton II",11.0,Male,Passengers,Not applicable,Not applicable,First,True
"Carter, Miss. Lucile Polk",14.0,Female,Passengers,Not applicable,Not applicable,First,True
"Carter, Mr. William Ernest",36.0,Male,Passengers,Not applicable,Not applicable,First,True
"Carter, Mrs. William Ernest (Lucile Polk)",36.0,Female,Passengers,Not applicable,Not applicable,First,True
"Case, Mr. Howard Brown",49.0,Male,Passengers,Not applicable,Not applicable,First,False
"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",,Female,Passengers,Not applicable,Not applicable,First,True
"Cavendish, Mr. Tyrell William",36.0,Male,Passengers,Not applicable,Not applicable,First,False
"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",76.0,Female,Passengers,Not applicable,Not applicable,First,True
"Chaffee, Mr. Herbert Fuller",46.0,Male,Passengers,Not applicable,Not applicable,First,False
"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",47.0,Female,Passengers,Not applicable,Not applicable,First,True
"Chambers, Mr. Norman Campbell",27.0,Male,Passengers,Not applicable,Not applicable,First,True
"Chambers, Mrs. Norman Campbell (Bertha Griggs)",33.0,Female,Passengers,Not applicable,Not applicable,First,True
"Chaudanson, Miss. Victorine",36.0,Female,Passengers,Not applicable,Not applicable,First,True
"Cherry, Miss. Gladys",30.0,Female,Passengers,Not applicable,Not applicable,First,True
"Chevre, Mr. Paul Romaine",45.0,Male,Passengers,Not applicable,Not applicable,First,True
"Chibnall, Mrs. (Edith Martha Bowerman)",,Female,Passengers,Not applicable,Not applicable,First,True
"Clark, Mr. Walter Miller",27.0,Male,Passengers,Not applicable,Not applicable,First,False
"Clark, Mrs. Walter Miller (Virginia McDowell)",26.0,Female,Passengers,Not applicable,Not applicable,First,True
"Cleaver, Miss. Alice",22.0,Female,Passengers,Not applicable,Not applicable,First,True
"Clifford, Mr. George Quincy",,Male,Passengers,Not applicable,Not applicable,First,False
"Colley, Mr. Edward Pomeroy",47.0,Male,Passengers,Not applicable,Not applicable,First,False
"Compton, Miss. Sara Rebecca",39.0,Female,Passengers,Not applicable,Not applicable,First,True
"Compton, Mr. Alexander Taylor Jr",37.0,Male,Passengers,Not applicable,Not applicable,First,False
"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",64.0,Female,Passengers,Not applicable,Not applicable,First,True
"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",55.0,Female,Passengers,Not applicable,Not applicable,First,True
"Crafton, Mr. John Bertram",,Male,Passengers,Not applicable,Not applicable,First,False
"Crosby, Capt. Edward Gifford",70.0,Male,Passengers,Not applicable,Not applicable,First,False
"Crosby, Miss. Harriet R",36.0,Female,Passengers,Not applicable,Not applicable,First,True
"Crosby, Mrs. Edward Gifford (Catherine Elizabeth Halstead)",64.0,Female,Passengers,Not applicable,Not applicable,First,True
"Cumings, Mr. John Bradley",39.0,Male,Passengers,Not applicable,Not applicable,First,False
"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",38.0,Female,Passengers,Not applicable,Not applicable,First,True
"Daly, Mr. Peter Denis",51.0,Male,Passengers,Not applicable,Not applicable,First,True
"Daniel, Mr. Robert Williams",27.0,Male,Passengers,Not applicable,Not applicable,First,True
"Daniels, Miss. Sarah",33.0,Female,Passengers,Not applicable,Not applicable,First,True
"Davidson, Mr. Thornton",31.0,Male,Passengers,Not applicable,Not applicable,First,False
"Davidson, Mrs. Thornton (Orian Hays)",27.0,Female,Passengers,Not applicable,Not applicable,First,True
"Dick, Mr. Albert Adrian",31.0,Male,Passengers,Not applicable,Not applicable,First,True
"Dick, Mrs. Albert Adrian (Vera Gillespie)",17.0,Female,Passengers,Not applicable,Not applicable,First,True
"Dodge, Dr. Washington",53.0,Male,Passengers,Not applicable,Not applicable,First,True
"Dodge, Master. Washington",4.0,Male,Passengers,Not applicable,Not applicable,First,True
"Dodge, Mrs. Washington (Ruth Vidaver)",54.0,Female,Passengers,Not applicable,Not applicable,First,True
"Douglas, Mr. Walter Donald",50.0,Male,Passengers,Not applicable,Not applicable,First,False
"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",27.0,Female,Passengers,Not applicable,Not applicable,First,True
"Douglas, Mrs. Walter Donald (Mahala Dutton)",48.0,Female,Passengers,Not applicable,Not applicable,First,True
"Duff Gordon, Lady. (Lucille Christiana Sutherland) ('Mrs Morgan')",48.0,Female,Passengers,Not applicable,Not applicable,First,True
"Duff Gordon, Sir. Cosmo Edmund ('Mr Morgan')",49.0,Male,Passengers,Not applicable,Not applicable,First,True
"Dulles, Mr. William Crothers",39.0,Male,Passengers,Not applicable,Not applicable,First,False
"Earnshaw, Mrs. Boulton (Olive Potter)",23.0,Female,Passengers,Not applicable,Not applicable,First,True
"Endres, Miss. Caroline Louise",38.0,Female,Passengers,Not applicable,Not applicable,First,True
"Eustis, Miss. Elizabeth Mussey",54.0,Female,Passengers,Not applicable,Not applicable,First,True
"Evans, Miss. Edith Corse",36.0,Female,Passengers,Not applicable,Not applicable,First,False
"Farthing, Mr. John",,Male,Passengers,Not applicable,Not applicable,First,False
"Flegenheim, Mrs. Alfred (Antoinette)",,Female,Passengers,Not applicable,Not applicable,First,True
"Fleming, Miss. Margaret",,Female,Passengers,Not applicable,Not applicable,First,True
"Flynn, Mr. John Irwin ('Irving')",36.0,Male,Passengers,Not applicable,Not applicable,First,True
"Foreman, Mr. Benjamin Laventall",30.0,Male,Passengers,Not applicable,Not applicable,First,False
"Fortune, Miss. Alice Elizabeth",24.0,Female,Passengers,Not applicable,Not applicable,First,True
"Fortune, Miss. Ethel Flora",28.0,Female,Passengers,Not applicable,Not applicable,First,True
"Fortune, Miss. Mabel Helen",23.0,Female,Passengers,Not applicable,Not applicable,First,True
"Fortune, Mr. Charles Alexander",19.0,Male,Passengers,Not applicable,Not applicable,First,False
"Fortune, Mr. Mark",64.0,Male,Passengers,Not applicable,Not applicable,First,False
"Fortune, Mrs. Mark (Mary McDougald)",60.0,Female,Passengers,Not applicable,Not applicable,First,True
"Francatelli, Miss. Laura Mabel",30.0,Female,Passengers,Not applicable,Not applicable,First,True
"Franklin, Mr. Thomas Parham",,Male,Passengers,Not applicable,Not applicable,First,False
"Frauenthal, Dr. Henry William",50.0,Male,Passengers,Not applicable,Not applicable,First,True
"Frauenthal, Mr. Isaac Gerald",43.0,Male,Passengers,Not applicable,Not applicable,First,True
"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",,Female,Passengers,Not applicable,Not applicable,First,True
"Frolicher, Miss. Hedwig Margaritha",22.0,Female,Passengers,Not applicable,Not applicable,First,True
"Frolicher-Stehli, Mr. Maxmillian",60.0,Male,Passengers,Not applicable,Not applicable,First,True
"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",48.0,Female,Passengers,Not applicable,Not applicable,First,True
"Fry, Mr. Richard",,Male,Passengers,Not applicable,Not applicable,First,False
"Futrelle, Mr. Jacques Heath",37.0,Male,Passengers,Not applicable,Not applicable,First,False
"Futrelle, Mrs. Jacques Heath (Lily May Peel)",35.0,Female,Passengers,Not applicable,Not applicable,First,True
"Gee, Mr. Arthur H",47.0,Male,Passengers,Not applicable,Not applicable,First,False
"Geiger, Miss. Amalie",35.0,Female,Passengers,Not applicable,Not applicable,First,True
"Gibson, Miss. Dorothy Winifred",22.0,Female,Passengers,Not applicable,Not applicable,First,True
"Gibson, Mrs. Leonard (Pauline C Boeson)",45.0,Female,Passengers,Not applicable,Not applicable,First,True
"Giglio, Mr. Victor",24.0,Male,Passengers,Not applicable,Not applicable,First,False
"Goldenberg, Mr. Samuel L",49.0,Male,Passengers,Not applicable,Not applicable,First,True
"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",,Female,Passengers,Not applicable,Not applicable,First,True
"Goldschmidt, Mr. George B",71.0,Male,Passengers,Not applicable,Not applicable,First,False
"Gracie, Col. Archibald IV",53.0,Male,Passengers,Not applicable,Not applicable,First,True
"Graham, Miss. Margaret Edith",19.0,Female,Passengers,Not applicable,Not applicable,First,True
"Graham, Mr. George Edward",38.0,Male,Passengers,Not applicable,Not applicable,First,False
"Graham, Mrs. William Thompson (Edith Junkins)",58.0,Female,Passengers,Not applicable,Not applicable,First,True
"Greenfield, Mr. William Bertram",23.0,Male,Passengers,Not applicable,Not applicable,First,True
"Greenfield, Mrs. Leo David (Blanche Strouse)",45.0,Female,Passengers,Not applicable,Not applicable,First,True
"Guggenheim, Mr. Benjamin",46.0,Male,Passengers,Not applicable,Not applicable,First,False
"Harder, Mr. George Achilles",25.0,Male,Passengers,Not applicable,Not applicable,First,True
"Harder, Mrs. George Achilles (Dorothy Annan)",25.0,Female,Passengers,Not applicable,Not applicable,First,True
"Harper, Mr. Henry Sleeper",48.0,Male,Passengers,Not applicable,Not applicable,First,True
"Harper, Mrs. Henry Sleeper (Myna Haxtun)",49.0,Female,Passengers,Not applicable,Not applicable,First,True
"Harrington, Mr. Charles H",,Male,Passengers,Not applicable,Not applicable,First,False
"Harris, Mr. Henry Birkhardt",45.0,Male,Passengers,Not applicable,Not applicable,First,False
"Harris, Mrs. Henry Birkhardt (Irene Wallach)",35.0,Female,Passengers,Not applicable,Not applicable,First,True
"Harrison, Mr. William",40.0,Male,Passengers,Not applicable,Not applicable,First,False
"Hassab, Mr. Hammad",27.0,Male,Passengers,Not applicable,Not applicable,First,True
"Hawksford, Mr. Walter James",,Male,Passengers,Not applicable,Not applicable,First,True
"Hays, Miss. Margaret Bechstein",24.0,Female,Passengers,Not applicable,Not applicable,First,True
"Hays, Mr. Charles Melville",55.0,Male,Passengers,Not applicable,Not applicable,First,False
"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",52.0,Female,Passengers,Not applicable,Not applicable,First,True
"Head, Mr. Christopher",42.0,Male,Passengers,Not applicable,Not applicable,First,False
"Hilliard, Mr. Herbert Henry",,Male,Passengers,Not applicable,Not applicable,First,False
"Hipkins, Mr. William Edward",55.0,Male,Passengers,Not applicable,Not applicable,First,False
"Hippach, Miss. Jean Gertrude",16.0,Female,Passengers,Not applicable,Not applicable,First,True
"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",44.0,Female,Passengers,Not applicable,Not applicable,First,True
"Hogeboom, Mrs. John C (Anna Andrews)",51.0,Female,Passengers,Not applicable,Not applicable,First,True
"Holverson, Mr. Alexander Oskar",42.0,Male,Passengers,Not applicable,Not applicable,First,False
"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35.0,Female,Passengers,Not applicable,Not applicable,First,True
"Homer, Mr. Harry ('Mr E Haven')",35.0,Male,Passengers,Not applicable,Not applicable,First,True
"Hoyt, Mr. Frederick Maxfield",38.0,Male,Passengers,Not applicable,Not applicable,First,True
"Hoyt, Mr. William Fisher",,Male,Passengers,Not applicable,Not applicable,First,False
"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",35.0,Female,Passengers,Not applicable,Not applicable,First,True
"Icard, Miss. Amelie",38.0,Female,Passengers,Not applicable,Not applicable,First,True
"Isham, Miss. Ann Elizabeth",50.0,Female,Passengers,Not applicable,Not applicable,First,False
"Ismay, Mr. Joseph Bruce",49.0,Male,Passengers,Not applicable,Not applicable,First,True
"Jones, Mr. Charles Cresson",46.0,Male,Passengers,Not applicable,Not applicable,First,False
"Julian, Mr. Henry Forbes",50.0,Male,Passengers,Not applicable,Not applicable,First,False
"Keeping, Mr. Edwin",32.0,Male,Passengers,Not applicable,Not applicable,First,False
"Kent, Mr. Edward Austin",58.0,Male,Passengers,Not applicable,Not applicable,First,False
"Kenyon, Mr. Frederick R",41.0,Male,Passengers,Not applicable,Not applicable,First,False
"Kenyon, Mrs. Frederick R (Marion)",,Female,Passengers,Not applicable,Not applicable,First,True
"Kimball, Mr. Edwin Nelson Jr",42.0,Male,Passengers,Not applicable,Not applicable,First,True
"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",45.0,Female,Passengers,Not applicable,Not applicable,First,True
"Klaber, Mr. Herman",,Male,Passengers,Not applicable,Not applicable,First,False
"Kreuchen, Miss. Emilie",39.0,Female,Passengers,Not applicable,Not applicable,First,True
"Leader, Dr. Alice (Farnham)",49.0,Female,Passengers,Not applicable,Not applicable,First,True
"LeRoy, Miss. Bertha",30.0,Female,Passengers,Not applicable,Not applicable,First,True
"Lesurer, Mr. Gustave J",35.0,Male,Passengers,Not applicable,Not applicable,First,True
"Lewy, Mr. Ervin G",,Male,Passengers,Not applicable,Not applicable,First,False
"Lindeberg-Lind, Mr. Erik Gustaf ('Mr Edward Lingrey')",42.0,Male,Passengers,Not applicable,Not applicable,First,False
"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",55.0,Female,Passengers,Not applicable,Not applicable,First,True
"Lines, Miss. Mary Conover",16.0,Female,Passengers,Not applicable,Not applicable,First,True
"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",51.0,Female,Passengers,Not applicable,Not applicable,First,True
"Long, Mr. Milton Clyde",29.0,Male,Passengers,Not applicable,Not applicable,First,False
"Longley, Miss. Gretchen Fiske",21.0,Female,Passengers,Not applicable,Not applicable,First,True
"Loring, Mr. Joseph Holland",30.0,Male,Passengers,Not applicable,Not applicable,First,False
"Lurette, Miss. Elise",58.0,Female,Passengers,Not applicable,Not applicable,First,True
"Madill, Miss. Georgette Alexandra",15.0,Female,Passengers,Not applicable,Not applicable,First,True
"Maguire, Mr. John Edward",30.0,Male,Passengers,Not applicable,Not applicable,First,False
"Maioni, Miss. Roberta",16.0,Female,Passengers,Not applicable,Not applicable,First,True
"Marechal, Mr. Pierre",,Male,Passengers,Not applicable,Not applicable,First,True
"Marvin, Mr. Daniel Warner",19.0,Male,Passengers,Not applicable,Not applicable,First,False
"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",18.0,Female,Passengers,Not applicable,Not applicable,First,True
"Mayne, Mlle. Berthe Antonine ('Mrs de Villiers')",24.0,Female,Passengers,Not applicable,Not applicable,First,True
"McCaffry, Mr. Thomas Francis",46.0,Male,Passengers,Not applicable,Not applicable,First,False
"McCarthy, Mr. Timothy J",54.0,Male,Passengers,Not applicable,Not applicable,First,False
"McGough, Mr. James Robert",36.0,Male,Passengers,Not applicable,Not applicable,First,True
"Meyer, Mr. Edgar Joseph",28.0,Male,Passengers,Not applicable,Not applicable,First,False
"Meyer, Mrs. Edgar Joseph (Leila Saks)",,Female,Passengers,Not applicable,Not applicable,First,True
"Millet, Mr. Francis Davis",65.0,Male,Passengers,Not applicable,Not applicable,First,False
"Minahan, Dr. William Edward",44.0,Male,Passengers,Not applicable,Not applicable,First,False
"Minahan, Miss. Daisy E",33.0,Female,Passengers,Not applicable,Not applicable,First,True
"Minahan, Mrs. William Edward (Lillian E Thorpe)",37.0,Female,Passengers,Not applicable,Not applicable,First,True
"Mock, Mr. Philipp Edmund",30.0,Male,Passengers,Not applicable,Not applicable,First,True
"Molson, Mr. Harry Markland",55.0,Male,Passengers,Not applicable,Not applicable,First,False
"Moore, Mr. Clarence Bloomfield",47.0,Male,Passengers,Not applicable,Not applicable,First,False
"Natsch, Mr. Charles H",37.0,Male,Passengers,Not applicable,Not applicable,First,False
"Newell, Miss. Madeleine",31.0,Female,Passengers,Not applicable,Not applicable,First,True
